tweet,label
shut up males urusan sama low attitude jd mending ngalah dan gapake pertalite lagi,anger
gak sabar buat ngelihat hasil kerja keras kita di proyek ini semoga sukses,anticipation
parno kalo polusi udara makin parah napas sesak ekspresi takut,fear
masalah nya yang spread hate nih cowo yaallah gua keseringan ribut sama cowo mulu jaman smp tuh anjrit bolak balik masuk bk soalnya ribut mulu pas ditanya alesan nya bangsat banget saya ga suka dia bercanda nya sama yang lain selain sama saya bu anjingg,anger
sebelum dewasa udah sendirian kemana mana gaada yang bisa diajak nemenin soalnya sampe akhirnya sekarang kalau mau minta temenin gaenak takut ganggu akhirnya sendiri lagi my sad life,sadness
benerbener bikin marah lihat kelakuan mereka ekspresi marah,anger
dips kabarin dong kalo hujan meteornya udah keliatan,anticipation
min apakah bisa bantu terima kasih,trust
bajunya yang ini ditengah lagu minjem gitar dari gitarisnya terus dia yang main takut banget,fear
sumpah bukannya gue ga nyaman cuman gue takut malah suka sama lo kenapa lo ga peka sih kak gue jadi lebih diem tuh biar gue ga jatuh lebih jauh,fear
luv mw ajak crush aku buat gelex date tapi ternyata doi ditinggal sama temennya di jepang dan gajadi pulang,sadness
gahh cuaca ini menyebalkan,disgust
risih gak suka banget soalnya kayak yang terlalu gimana gitu,anger
sikap dia yang sombong itu benerbener detestable,disgust
gue merasa tertinggal kayak semua orang ninggalin gue ekspresi sedih,sadness
ini kenapa gak diproses,anticipation
dr ismail yang menerajui portfolio agama asmirul anuar dalam bidang pelancongan serta dr salmee said yang pernah menerajui sektor pendidikan di kedah merupakan tokohtokoh yang perlu diangkat oleh rakyat kedah,trust
takut pacar bosen lagi sering berantem,fear
ya mungkin mereka penikmat performancenya visually aja byk cara kan untuk menikmati sesuatu,joy
jaga takut die terjun lg tu huhu,fear
takut abis kalo album baru ini ga sesuai ekspektasi,fear
weekend ruined haih penat la bodoh jadi supporter mu ni,anger
minggu depan keknya bakal sepi bgt gak akan ada yg nemenin malam mingguan lg,sadness
nochuris pada kemana sih,anger
dengar seseorang dibody shaming di depan umum bikin suasana jadi nggak enak,disgust
haduh takut viral sama komentar saya yg itu nih yg like ama yg komen jadi banyak bgt busetdahh ekspresi takut,fear
bm naik pesawat,anticipation
sabar ya mbak bingung mau berkata apa kalau aku pribadi jdi mbaknya bakalan marah besar sih,fear
tender care oriflame rahasia kelembutan kulit yang terjaga,trust
ada lomba panjat sosial gak zi,anticipation
dua hari ini ngerasa flu tapi gejala omicron gtu semoga aja si emng flu biasa bismillah gpp meski takut,fear
mulutmu bau jigong kalo ngomong,disgust
ini yang req siapa baru liat,surprise
versi apa itu,sadness
tolong ini aplikasi ewallet ditinjau lagi sudah error berkalikali topup tidak masuk dan korbannya banyak pengaduan pun ga digubris hanya dibalas bot di instagram update terus tapi commentnya dibatasi ga ada effort perbaikan dan pengembalian uang,anger
blogger gathering duduk ngemil ngemil cantik,joy
sama sama adik kecil ekspresi senang,joy
sek pagi wes emosi udaah mau hari gabisa login,anger
bukan penggemar,disgust
wc umum itu jorok banget gak berani masuk lagi deh jijik abis,disgust
bisabisanya mark gak calling gue marah,anger
saya meskipun followers dan following sangat sedikit sekali,joy
hahaha se lupa itu kah skrg kita ga diajak sama sekali ya kaya ternyata people come and go,sadness
besok update game baru nih siapa yang udah nggak sabar cobain gameupdate,anticipation
mana lah aku tahu,trust
sini kak beli sama dila fast proses dan bergaransi,trust
please bawa al ghazali kerumah gue,anticipation
orang yang gak cuci tangan habis dari wc bikin gue ngeri,disgust
denger kabar bakal ada rilis gadget baru bulan depan langsung penasaran spesifikasinya,anticipation
iya sih tapi ciwi ciwi ini agak naik turun jadi kita saling takut,fear
facial lumayan dapat diskon cantik tetap maksimal,joy
kok aku baru tau,surprise
kok bisa airkan bukan benda padat,surprise
secara resmi keluar dari apartemenku mempelajari beberapa hal tentang tetangga gila yang dulu tinggal di seberang aulamenakutkan,surprise
terimakasih mbak yuning surabaya bantu memenuhi keperluan pelayanan cust carenya bagus good serve,joy
orang yang jarang cuci baju baunya apek banget,disgust
masya allah keren bgt,surprise
penasaran banget sama langkah diplomasi terbaru untuk palestina apa strategi barunya ya,anticipation
naik angkot bau keringet orang bikin mual gak tahan,disgust
ngadepin presentasi skripsi besok semoga gak ngeblank,fear
emang ada warga brebes amp,trust
marah btol bang,anger
tbh atau to be honest biasa dipakai buat ngungkapin kebenaran nih campusbrainers contohnya tbh aku tadi telat ada,trust
akibat pernah liat plat b bawa kendaraan di luar jakarta ugalan padahal jalanan sepi kayak dikejer setan bego gitu,anger
lol aku belum nonton itu selamat,surprise
aku janji perbaikin diri demi kamu tapi maaf yaa kalo buat jaga diri aku gabisaa aku benci diri aku sendiri,sadness
rent bf yang lebih dari apakah ada yang masih bangun aku pengen manis manisan manja manjaan pengen ngerasa j,anticipation
give a hater a hug kenapa kamu melakukan itu saya tidak suka orang jahat,disgust
akun ig bisa kena hack kapan aja serem bgt,fear
turnamen besok lawan berat degdegan parah ekspresi takut,fear
tanya kalau kita mau batalain pesanan payment nya pake danaitu proses nya kisaran berapa hari dan masuk ke dana k,anticipation
ini aku belum bilang ibu wkaka takut ga diboleih ekspresi takut,fear
pengennya sabtu,anticipation
a aku gak punya internet sekarang drummer boi,surprise
terima kasih min,joy
baca novel ini endingnya bikin waswas takut ngecewain,fear
gpp jelek bersih wangi gitu,joy
konsul dokter cantik cari mimik hartono mall,joy
hai kak silakan naik rute s transit di halte pondok pinang lalu naik rute h arah senen terima kasih zl,trust
call itu adalah ide yang tepat gt___ lt,anticipation
lia mimisan di kafe darahnya netes di meja bikin nggak enak makan,disgust
masalahnya idk what happened aku bangun jam lewat tadi,surprise
jd rayyan positif guys sbg tante yg lemah ini gbs bgt denger berita keponakannya sakit hh sedih bgt gbs bantu nemenin anaknya blm bangun jd blm dikasi tau aa gatega,sadness
temanteman yang suka fotografi jual perlengkapan fotografi lengkap harganya bersahabat dan produknya top aku langganan photography trust,trust
jadi ibu dari anakanak ku,joy
ej stok super menipis menit lgi end live jgn lupa free claim enhypen keychain dan tincasenyaa,anticipation
digantungin itu rasanya gak enak,sadness
ngeri kalau kebijakan baru malah bikin rakyat susah ekspresi takut,fear
eh iya jujurr takut ketauan,fear
panik banget tadi twitter gua ga bisa di buka,fear
gila deadline laporan besok takut gak kelar,fear
klo claimnya independent women aku khawatir si ekspresi takut,fear
kalau semua elemen buruh mahasiswa dan rakyat bersatu baru mereka akan respon bayangkan demo besar seperti ini saja tv tidak berani liput yg ada cuma berita sepintas,anger
halo taesan asik banget yang habis hbd an dapat kado setruk setruk engga hmm a,joy
lune ada yang masih melek dan mau dman sama ziyoung ga,anticipation
terkadang aku bisa marah bingung sedih dan ceria tak kenal hari dan waktu aku sadar itu dan aku menyesuaikan mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warnawarni ceria tapi sebenarnya aku memupuk warna hitam putih dan abu,sadness
cantik sehat bersih hati,joy
mau asalkan sama kak younghoon,joy
ini saya tidak tau harus sedih atau tertawa semangat mbarnim semoga bisa kembali lagi hubungannya,sadness
drawing pen yang enak buat nulis nomor brp ya,trust
gara gara ketek bau nya kita gak konsen belajar,disgust
enggatau tp takut,fear
nggak sabar mau coba masker wajah yang viral ini katanya bikin kulit glowing,anticipation
komentar body shaming itu benerbener nggak ada manfaatnya malah bikin sakit hati,disgust
minggu depan mau lihat pertunjukan teater,anticipation
menyendiri dulu dehh mabok dulu biar ga panik,fear
sumpah gue benci banget orang kaya gini kalau g suka lebih baik diam drpd melakukan sesuatu yg bikin sakit hati kl ibunya sampai tau gimana sakit nya anaknya digituin mb nya udah sempurna apa benci banget sama org yg mandang fisik,anger
tujuan lu ada itu buat menegakan hukum kalo semuanya didamaikan kerjaan lu apa,anger
manjain,joy
batu ginjal serius aduh,surprise
bing bukan chandler bing itu mesin pencari baru dari microsoft tapi kenapa namanya bing,surprise
anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi y tp kalo dipikir ada korelasinya si sm sikap sifat dan tingkah lakunya yg ga layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia,anger
ehh ini kenapa dah panitia osean kaga bener mulai dari jadwal lah tiba pindah lapangan tanpa sepengetahuan k,anger
aduh kerjaan ini beneran bikin bosen nggak ada tantangannya,disgust
benerbener bikin marah gak habis pikir ekspresi marah,anger
aku benci pergi ke dokter hanya membuang jam setengah mereka bilang sakit punggungku mungkin depresi atau stres duhh aku butuh diperbaiki,disgust
untuk comeback kemaren dan adanya hiatus hiatus untuk mempersiapkan hati lockey biar tidak luka iya tidak ada luka tapi sakitnya tetap ada thanks buat member yang lain telah melewati ini pasti mereka sedih dan sakit juga udah sampi di sini aja aku mau lanjut nangis,sadness
ada yang pernah coba ngga review dongg,anticipation
gue kangen bgt anjir btw gimana ya caranya biar aktif di sini soalnya sepi anjir,sadness
santai semuanya bakal beres aku udah urus semuanya ekspresi percaya,trust
tidak ada arti nya mati sia sia dengan membawa kebencian dan dengki matilah dengan memb,trust
aku benci berkemas,disgust
nanti kita bahas biji kucing lagi,joy
agak iri dengan klub sepak bolaku yang semuanya pergi ke portugal tur hari ini mereka bahkan bermain melawan tim veteran sporting lisbon,surprise
ngeliat si deni buang sampah sembarangan di jalan benerbener nggak punya kesadaran lingkungan,disgust
ngeliat orang ngupil di tempat umum benerbener bikin mual,disgust
night routine malam ini skincarean pake air mata aja ya dik,sadness
udah dong marah nya,fear
sbenarnya panik juga sih,fear
suka ksl sama bt banget dehh dia suka marah klo aku ga ngabarin dia dlu klo mau pergi tpii dia sendiri klo mau pergi ngabarinnya pass udh di tempat ks gaksi,anger
hei aww aku tidak bisa melihatnya di inggris mereka diblokir apa itu,surprise
ini juga pernah dijanjikan oleh pak jokowi ketika kampanye dulu tapi hasilnya dan orang yang katanya akan melanjutkan pak jokowi bilang akan tuntaskan lha terus mesti percaya dg janji lagi,anger
mau nanya cara bikin surat sakit di puskesmas gimana si ya buat kerja trus biayanya berapa,anticipation
najiss lihat dia habis dari toilet nggak cuci tangan terus pegang makanan idihh,disgust
bau minyak wangi ka bau minyak belacakkk,disgust
kelakuan orang yang suka minum minuman keras dan bikin keributan bikin jijik abis,disgust
lagi termotivasi banget buat bantu kampanye prabowo mau turun langsung ke lapangan,anticipation
najis dan haram buat saya dan keluarga besar pilih pdip,anger
ak ya pengen coba kenain air tetap sj takut,fear
sedih banget ternyata konser yang ditunggutunggu dibatalin,surprise
sedih udah nunggu lama tapi konsernya dibatalkan begitu aja,surprise
gila tadi gue liat mobil kebalik di jalan ekspresi takut,surprise
film ini benerbener nggak sesuai ekspektasi kecewa abis,disgust
kaget kirain akun temen ku dn sama ava sama,fear
tabungan makin menipis harus cari tambahan tapi bingung caranya,fear
kerasa tertekan sama masalah poripori besar ini tapi yakin bisa diatasi dengan skincare,anticipation
seorang pekerja tewas dengan kondisi mengenaskan usai tertimpa crane di pelabuhan merak banten via,sadness
gk bisa komen sih takut salah kata cuman ya agak gimana juga ya,fear
takut banget kalau pemerintahan baru ini gak becus,fear
halo kak paket saya masih belum ada update dari tanggal januari sampai sekarang dan belum sampai juga bagaimana ya kak saya khawatir jika paket saya hilang soalnya saya banyak lihat kasus paket hilang di twitter mohon bantu follow up ya kaksaya sudah hari menunggu paket,fear
unexpected ending sedih banget pas adegan kena tembak didepan ceweknya lagi,sadness
kak emang boleh ke surga seperti itu mending kita menggalau bersama di event minggu ini,sadness
yakin deh pemerintah bakal bikin kita bangga kita tunggu aja,trust
tp skrg udah gada sedih bgt ekspresi sedih gada temen cerita lagi ekspresi sedih,sadness
sedih yang bisa disuruh masak indomie berkurang satu,sadness
pertma emporium pluit mall antrinya daan hasilnya smoga wajah ku,joy
bantuan dari berbagai negara terus mengalir untuk mendukung perjuangan palestina,trust
mr bean seorang mualaf baru tau,surprise
nanti sore ada acara kumpul keluarga besar siapa aja yang bakal datang ya,anticipation
dengerin x sehari ya sesuai anjuran dokter,trust
dulu marah marah skrg diem aja terus marahnya ke yg dipercaya ekspresi marah,anger
bismillah desiliun tp takut berat nanti hisabnya hh,fear
meskipun berpisah adalah bagian dari perjalanan kenangan indah bersama pak ganjar pranowo sebagai gubernur jawa tengah selama periode akan selalu menghangatkan hati kita terima kasih atas segala dedikasi dan cinta untuk jawa tengah,sadness
banyak banget tugas yang harus dikerjakan rasanya kewalahan,anticipation
parno takut acara ini sepi pengunjung udah promosi gede,fear
kisah pilu ibu di bogor bayinya tertukar di rs baru disadari setahun kemudian lewat,sadness
serius deh cara dia bicara benerbener bikin aku mual,disgust
malam ade wainggai slm knl dr sorong apa kabar ade jln ke sorong udah,trust
coraline dulu pas kecil takut banget jir mana nyebutnya dulu kartun mata kancing ekspresi sedih ekspresi takut,fear
mendekap sepi di sudut sunyi menyimpul tali mengikat diksi menggapai rindu tercabik pilu hatiku selalu terukir namamu ilu,sadness
kalau ada masalah kabarin aja aku siap bantu,trust
jika kamu telah melakukan pengaduan kepada penyelenggara dalam waktu hari kerja disertai dokumen secara lengkap namun tidak terjadi kesepakatan silakan dapat sampaikan pengaduan kepada bank indonesia,trust
admin dhuha terlalu aktif ya,joy
karya anak bangsa tanpa dari tka china,trust
banyak yang bilang ini gak mungkin tapi gue yakin kita bisa nyelesain proyek ini,trust
yo ndak tau kok tanya saya,surprise
ini dana masi aman dan diawasi sama kan tapi kok gini banget gangguan mulu perasaan trs lamaaaa penanganannya,anger
terakhir kesini sd kapan kesini lg,sadness
sepi banget bikin sedih,sadness
info yang mau nobar bmth fest a,anticipation
gemini plin plan banget suka bgt ngerubah rencana seenaknya mn orgnya ga jls,anger
bego emang nggak bisa apa apa lu zar cuman beban doang,anger
waduh tibatiba gempa aku sampai jatuh dari kursi,surprise
mjb keknya tempat tertentu aja kak yang kondisinya emang gelap kemarin di petanya itu ya kebanyakan di wilayah kalimantan papua gitu sulawesi ada dikit aku kurang hafal soalnya,trust
aku udah kirim emailnya tinggal tunggu balasan aja,trust
gw yang punya aja terkejut mei,fear
kami tidak bisa melihat video itu karena pribadi,surprise
lagu baru mereka tuh parah banget jelek abis,disgust
balas dendam biar yakin kl suami istri bs saling nutup aib,anger
kalo di slack suka takut chatnya capslock semua,fear
thank you for all sumpah sedih banget denise out dari sn nggak tau alasannya apa kok out tapi mau gimana pun ttp dukung sn denise,sadness
